name_nsi,price,index,condition,area,provision,certificate,construction_type,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district,balkonies_unknown,loggia_unknown,lift_unknown,cellar_unknown,total_floors_unknown,last_reconstruction_unknown,year_built_unknown,floor_unknown,price_per_sqm,building_age,age_bucket,price_segment,size_segment,price_visual,area_visual
Bytča,148500,,Partial reconstruction,84.0,0,B,Panel,,,,4.0,1,1.0,,0,3-room apartment,3,Bytča,0,1,0,0,1,1,1,0,1767.857142857143,,Unknown,Budget,Standard,148500,84.0
Bytča,92000,,Original condition,62.0,0,none,Panel,,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,1,1,1483.8709677419354,,Unknown,Budget,Small,92000,62.0
Bytča,141795,,New building,56.0,0,none,Unknown,2021.0,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,0,1,2532.0535714285716,3.0,0-10,Budget,Small,141795,56.0
Bytča,196000,,New building,90.0,0,A,Unknown,2023.0,,,1.0,0,,,0,3-room apartment,3,Bytča,1,1,0,0,1,1,0,0,2177.777777777778,1.0,0-10,Economy,Standard,196000,90.0
Bytča,139900,,New building,52.4,0,A,Unknown,,,,2.0,1,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,1,0,2669.847328244275,,Unknown,Budget,Small,139900,52.4
Bytča,194788,,New building,187.0,0,A,Unknown,2022.0,,,,0,,,0,4-room apartment,4,Bytča,1,1,0,0,1,1,0,1,1041.6470588235295,2.0,0-10,Economy,Large,194788,146.5
Bytča,117000,,New building,63.5,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,1,1,1842.5196850393702,,Unknown,Budget,Small,117000,63.5
Bytča,187850,,New building,136.0,0,A,Unknown,,,,,0,,,0,3-room apartment,3,Bytča,1,1,0,0,1,1,1,1,1381.25,,Unknown,Economy,Large,187850,136.0
Bytča,109000,,Original condition,74.0,1,Unknown,Unknown,,,,,0,,1.0,0,3-room apartment,3,Bytča,1,0,0,0,1,1,1,1,1472.972972972973,,Unknown,Budget,Small,109000,74.0
Bytča,138500,,Partial reconstruction,73.13,0,B,Unknown,1980.0,,,,0,,,0,3-room apartment,3,Bytča,1,1,0,0,1,1,0,1,1893.8875974292357,44.0,41-80,Budget,Small,138500,73.13
Bytča,133500,,Complete reconstruction,63.8,0,B,Unknown,1976.0,,,,0,,,0,3-room apartment,3,Bytča,1,1,0,0,1,1,0,1,2092.476489028213,48.0,41-80,Budget,Small,133500,63.8
Bytča,139997,,New building,51.57,0,A,Unknown,2022.0,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,0,1,2714.6984681016093,2.0,0-10,Budget,Small,139997,51.57
Bytča,82500,,Partial reconstruction,38.0,0,B,Unknown,,,,,0,,,0,1-room apartment,1,Bytča,1,1,0,0,1,1,1,1,2171.0526315789475,,Unknown,Budget,Studio,82500,38.0
Bytča,127230,,New building,42.85,0,A,Unknown,2022.0,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,0,1,2969.1948658109686,2.0,0-10,Budget,Studio,127230,42.85
Kotešová,149000,,New building,64.0,0,Unknown,Unknown,,,2.0,,0,,1.0,0,3-room apartment,3,Bytča,1,0,0,0,0,1,1,1,2328.125,,Unknown,Budget,Small,149000,64.0
Kotešová,164000,,New building,70.45,0,Unknown,Unknown,,,2.0,,0,,,0,3-room apartment,3,Bytča,1,1,0,0,0,1,1,1,2327.892122072392,,Unknown,Economy,Small,164000,70.45
Kotešová,98900,,Partial reconstruction,57.0,1,Unknown,Unknown,,,2.0,2.0,0,,,0,3-room apartment,3,Bytča,1,1,0,0,0,1,1,0,1735.0877192982457,,Unknown,Budget,Small,98900,57.0
Predmier,109900,,Original condition,67.0,0,Unknown,Brick,,,2.0,2.0,0,1.0,,0,3-room apartment,3,Bytča,0,1,0,0,0,1,1,0,1640.2985074626865,,Unknown,Budget,Small,109900,67.0
Veľké Rovné,89900,,New building,31.0,0,A,Unknown,,,3.0,2.0,0,,,0,1-room apartment,1,Bytča,1,1,0,0,0,1,1,0,2900.0,,Unknown,Budget,Studio,89900,31.0
Veľké Rovné,148000,,New building,76.0,0,A,Unknown,,,3.0,3.0,0,2.0,,0,3-room apartment,3,Bytča,0,1,0,0,0,1,1,0,1947.3684210526317,,Unknown,Budget,Standard,148000,76.0
Veľké Rovné,135000,,New building,62.0,0,A,Unknown,,,3.0,3.0,0,1.0,,0,2-room apartment,2,Bytča,0,1,0,0,0,1,1,0,2177.4193548387098,,Unknown,Budget,Small,135000,62.0
Veľké Rovné,164900,,New building,138.0,0,A,Unknown,,,3.0,,0,,,0,3-room apartment,3,Bytča,1,1,0,0,0,1,1,1,1194.927536231884,,Unknown,Economy,Large,164900,138.0
Veľké Rovné,113300,,Complete reconstruction,50.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,1,1,2266.0,,Unknown,Budget,Small,113300,50.0
Veľké Rovné,104900,,Complete reconstruction,50.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bytča,1,1,0,0,1,1,1,1,2098.0,,Unknown,Budget,Small,104900,50.0
Dlhá,130000,,Complete reconstruction,72.14,0,B,Unknown,,2021.0,,3.0,0,,1.0,0,3-room apartment,3,Trnava,1,0,0,0,1,0,1,0,1802.0515663986691,,Unknown,Budget,Small,130000,72.14
Šelpice,130000,,New building,57.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,2280.7017543859647,,Unknown,Budget,Small,130000,57.0
Šelpice,135000,,New building,58.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,2327.5862068965516,,Unknown,Budget,Small,135000,58.0
Šelpice,113900,,Complete reconstruction,52.48,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,2170.3506097560976,,Unknown,Budget,Small,113900,52.48
Šelpice,99000,,Original condition,68.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Trnava,1,1,0,0,1,1,1,1,1455.8823529411766,,Unknown,Budget,Small,99000,68.0
Biely Kostol,134900,4.9,New building,43.83,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,3077.800593201004,,Unknown,Budget,Studio,134900,43.83
Biely Kostol,100700,,New building,37.26,0,Unknown,Unknown,,,,1.0,0,,,0,1-room apartment,1,Trnava,1,1,0,0,1,1,1,0,2702.6301663982827,,Unknown,Budget,Studio,100700,37.26
Biely Kostol,120500,,New building,48.42,0,Unknown,Unknown,,,4.0,4.0,1,1.0,,0,2-room apartment,2,Trnava,0,1,0,0,0,1,1,0,2488.6410574142915,,Unknown,Budget,Small,120500,48.42
Biely Kostol,102000,,New building,36.0,0,Unknown,Unknown,,,2.0,2.0,0,,,0,1-room apartment,1,Trnava,1,1,0,0,0,1,1,0,2833.3333333333335,,Unknown,Budget,Studio,102000,36.0
Biely Kostol,145000,5.3,Complete reconstruction,56.0,1,Unknown,Brick,2010.0,2020.0,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,0,0,1,2589.285714285714,14.0,11-20,Budget,Small,145000,56.0
Biely Kostol,102000,5.3,New building,36.14,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Trnava,1,1,0,0,1,1,1,1,2822.3574986164913,,Unknown,Budget,Studio,102000,36.14
Biely Kostol,205000,,New building,63.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Trnava,1,1,0,0,1,1,1,1,3253.968253968254,,Unknown,Economy,Small,205000,63.0
Biely Kostol,110000,,New building,29.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Trnava,1,1,0,0,1,1,1,1,3793.103448275862,,Unknown,Budget,Studio,110000,29.0
Biely Kostol,205000,4.9,New building,66.5,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Trnava,1,1,0,0,1,1,1,1,3082.7067669172934,,Unknown,Economy,Small,205000,66.5
Biely Kostol,145000,,Complete reconstruction,58.44,0,B,Unknown,2007.0,,2.0,2.0,0,,,0,2-room apartment,2,Trnava,1,1,0,0,0,1,0,0,2481.177275838467,17.0,11-20,Budget,Small,145000,58.44
Biely Kostol,139700,,New building,77.5,0,Unknown,Unknown,,,1.0,1.0,0,,,0,2-room apartment,2,Trnava,1,1,0,0,0,1,1,0,1802.5806451612902,,Unknown,Budget,Standard,139700,77.5
Biely Kostol,146900,,New building,59.22,0,Unknown,Brick,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,2480.580884836204,,Unknown,Budget,Small,146900,59.22
Hrnčiarovce nad Parnou,123000,4.8,Partial reconstruction,47.2,0,Unknown,Unknown,,,3.0,1.0,0,1.0,,0,2-room apartment,2,Trnava,0,1,0,0,0,1,1,0,2605.93220338983,,Unknown,Budget,Small,123000,47.2
Hrnčiarovce nad Parnou,120000,,New building,47.2,0,A,Unknown,2006.0,,3.0,2.0,0,,,0,2-room apartment,2,Trnava,1,1,0,0,0,1,0,0,2542.372881355932,18.0,11-20,Budget,Small,120000,47.2
Hrnčiarovce nad Parnou,125000,,Complete reconstruction,50.0,0,B,Brick,,,,1.0,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,0,2500.0,,Unknown,Budget,Small,125000,50.0
Hrnčiarovce nad Parnou,125000,,Partial reconstruction,47.2,0,Unknown,Unknown,,,3.0,1.0,0,1.0,,0,2-room apartment,2,Trnava,0,1,0,0,0,1,1,0,2648.3050847457625,,Unknown,Budget,Small,125000,47.2
Hrnčiarovce nad Parnou,125000,4.8,New building,47.2,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,2648.3050847457625,,Unknown,Budget,Small,125000,47.2
Hrnčiarovce nad Parnou,132500,4.8,New building,57.0,1,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Trnava,1,1,0,0,1,1,1,1,2324.561403508772,,Unknown,Budget,Small,132500,57.0
Omastiná,80000,,New building,60.0,0,Unknown,Unknown,,,,2.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,0,1333.3333333333333,,Unknown,Budget,Small,80000,60.0
Omastiná,80000,,New building,60.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1333.3333333333333,,Unknown,Budget,Small,80000,60.0
Omastiná,79800,,New building,60.62,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1316.3972286374135,,Unknown,Budget,Small,79800,60.62
Rybany,67000,,Partial reconstruction,72.0,0,Unknown,Unknown,,,,,0,,1.0,1,3-room apartment,3,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,930.5555555555555,,Unknown,Budget,Small,67000,72.0
Rybany,88000,,Partial reconstruction,72.0,0,Unknown,Unknown,,,,,0,1.0,,0,3-room apartment,3,Bánovce nad Bebravou,0,1,0,0,1,1,1,1,1222.2222222222222,,Unknown,Budget,Small,88000,72.0
Uhrovec,99000,,Complete reconstruction,96.0,0,Unknown,Unknown,,,4.0,4.0,0,3.0,,0,4-room apartment,4,Bánovce nad Bebravou,0,1,0,0,0,1,1,0,1031.25,,Unknown,Budget,Standard,99000,96.0
Uhrovec,88000,,Partial reconstruction,70.0,1,C,Unknown,1963.0,,5.0,2.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1257.142857142857,61.0,41-80,Budget,Small,88000,70.0
Uhrovec,72000,,Original condition,70.0,1,C,Unknown,1976.0,,4.0,3.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1028.5714285714287,48.0,41-80,Budget,Small,72000,70.0
Uhrovec,67000,,Original condition,73.0,1,C,Unknown,1963.0,,3.0,1.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,917.8082191780821,61.0,41-80,Budget,Small,67000,73.0
Uhrovec,90000,,New building,60.0,0,Unknown,Unknown,2022.0,,,,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,0,1,1500.0,2.0,0-10,Budget,Small,90000,60.0
Uhrovec,90000,,New building,64.0,0,Unknown,Unknown,2022.0,,,,0,,,1,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,0,1,1406.25,2.0,0-10,Budget,Small,90000,64.0
Bánovce nad Bebravou,79900,,Partial reconstruction,55.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1452.7272727272727,,Unknown,Budget,Small,79900,55.0
Bánovce nad Bebravou,137914,,New building,73.0,0,Unknown,Unknown,,,8.0,2.0,1,1.0,,0,3-room apartment,3,Bánovce nad Bebravou,0,1,0,0,0,1,1,0,1889.2328767123288,,Unknown,Budget,Small,137914,73.0
Bánovce nad Bebravou,105690,,New building,54.0,0,Unknown,Unknown,,,8.0,2.0,1,1.0,,0,2-room apartment,2,Bánovce nad Bebravou,0,1,0,0,0,1,1,0,1957.2222222222222,,Unknown,Budget,Small,105690,54.0
Bánovce nad Bebravou,78568,,New building,43.0,0,Unknown,Unknown,,,8.0,2.0,1,1.0,,0,1-room apartment,1,Bánovce nad Bebravou,0,1,0,0,0,1,1,0,1827.1627906976744,,Unknown,Budget,Studio,78568,43.0
Bánovce nad Bebravou,99000,,Complete reconstruction,58.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1706.896551724138,,Unknown,Budget,Small,99000,58.0
Bánovce nad Bebravou,54900,,Partial reconstruction,36.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1525.0,,Unknown,Budget,Studio,54900,36.0
Bánovce nad Bebravou,72000,,Partial reconstruction,36.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,2000.0,,Unknown,Budget,Studio,72000,36.0
Bánovce nad Bebravou,115000,,Partial reconstruction,81.0,0,Unknown,Panel,,,3.0,,0,1.0,,0,3-room apartment,3,Bánovce nad Bebravou,0,1,0,0,0,1,1,1,1419.7530864197531,,Unknown,Budget,Standard,115000,81.0
Bánovce nad Bebravou,109990,,Complete reconstruction,74.0,0,Unknown,Unknown,,,,1.0,0,,1.0,0,3-room apartment,3,Bánovce nad Bebravou,1,0,0,0,1,1,1,0,1486.3513513513512,,Unknown,Budget,Small,109990,74.0
Bánovce nad Bebravou,65000,,Original condition,40.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1625.0,,Unknown,Budget,Studio,65000,40.0
Bánovce nad Bebravou,104950,,Partial reconstruction,80.0,0,none,Unknown,1980.0,,1.0,,1,1.0,,0,4-room apartment,4,Bánovce nad Bebravou,0,1,0,0,0,1,0,1,1311.875,44.0,41-80,Budget,Standard,104950,80.0
Bánovce nad Bebravou,99000,,Partial reconstruction,66.0,0,none,Unknown,1980.0,,1.0,,1,,1.0,0,3-room apartment,3,Bánovce nad Bebravou,1,0,0,0,0,1,0,1,1500.0,44.0,41-80,Budget,Small,99000,66.0
Bánovce nad Bebravou,73900,,Complete reconstruction,40.0,0,none,Unknown,1980.0,,1.0,,0,1.0,,0,1-room apartment,1,Bánovce nad Bebravou,0,1,0,0,0,1,0,1,1847.5,44.0,41-80,Budget,Studio,73900,40.0
Bánovce nad Bebravou,109000,,Complete reconstruction,79.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1379.746835443038,,Unknown,Budget,Standard,109000,79.0
Bánovce nad Bebravou,64000,,Complete reconstruction,34.0,0,Unknown,Unknown,,,,,1,,1.0,0,1-room apartment,1,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1882.3529411764705,,Unknown,Budget,Studio,64000,34.0
Bánovce nad Bebravou,84000,,Original condition,66.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1272.7272727272727,,Unknown,Budget,Small,84000,66.0
Bánovce nad Bebravou,62000,,Complete reconstruction,34.0,0,Unknown,Unknown,,,,,1,,1.0,0,1-room apartment,1,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1823.5294117647059,,Unknown,Budget,Studio,62000,34.0
Bánovce nad Bebravou,107000,,Complete reconstruction,48.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,2229.1666666666665,,Unknown,Budget,Small,107000,48.0
Bánovce nad Bebravou,71000,,Complete reconstruction,40.0,0,Unknown,Unknown,,,,,0,1.0,,0,2-room apartment,2,Bánovce nad Bebravou,0,1,0,0,1,1,1,1,1775.0,,Unknown,Budget,Studio,71000,40.0
Bánovce nad Bebravou,73000,,Original condition,52.0,0,Unknown,Unknown,,,,,1,,1.0,0,2-room apartment,2,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1403.8461538461538,,Unknown,Budget,Small,73000,52.0
Bánovce nad Bebravou,49900,,Complete reconstruction,26.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1919.2307692307693,,Unknown,Budget,Studio,49900,26.0
Bánovce nad Bebravou,87000,,Partial reconstruction,61.0,0,Unknown,Unknown,,,,,1,1.0,,0,2-room apartment,2,Bánovce nad Bebravou,0,1,0,0,1,1,1,1,1426.2295081967213,,Unknown,Budget,Small,87000,61.0
Bánovce nad Bebravou,132000,,Complete reconstruction,82.0,0,Unknown,Unknown,,,,,0,,,1,4-room apartment,4,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1609.7560975609756,,Unknown,Budget,Standard,132000,82.0
Bánovce nad Bebravou,61000,,Complete reconstruction,31.0,0,Unknown,Unknown,,,,,1,,1.0,0,1-room apartment,1,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1967.741935483871,,Unknown,Budget,Studio,61000,31.0
Bánovce nad Bebravou,71900,,Original condition,62.0,0,Unknown,Unknown,,,,,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1159.6774193548388,,Unknown,Budget,Small,71900,62.0
Bánovce nad Bebravou,109900,,Partial reconstruction,83.0,0,Unknown,Unknown,,,,,1,,1.0,0,4-room apartment,4,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1324.0963855421687,,Unknown,Budget,Standard,109900,83.0
Bánovce nad Bebravou,77000,,Partial reconstruction,53.0,0,Unknown,Unknown,,,,,0,,1.0,0,3-room apartment,3,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1452.8301886792453,,Unknown,Budget,Small,77000,53.0
Bánovce nad Bebravou,71980,,Original condition,62.25,0,Unknown,Unknown,,,3.0,3.0,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,0,1,1,0,1156.305220883534,,Unknown,Budget,Small,71980,62.25
Bánovce nad Bebravou,104900,,Original condition,83.0,0,Unknown,Unknown,,,,,1,,1.0,0,4-room apartment,4,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1263.855421686747,,Unknown,Budget,Standard,104900,83.0
Bánovce nad Bebravou,104900,,Complete reconstruction,80.0,0,Unknown,Unknown,,,,,1,,1.0,0,4-room apartment,4,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1311.25,,Unknown,Budget,Standard,104900,80.0
Bánovce nad Bebravou,54900,,Partial reconstruction,36.0,0,Unknown,Unknown,,,,,1,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1525.0,,Unknown,Budget,Studio,54900,36.0
Bánovce nad Bebravou,102000,,Complete reconstruction,82.0,0,Unknown,Unknown,,,,,1,,1.0,0,4-room apartment,4,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1243.9024390243903,,Unknown,Budget,Standard,102000,82.0
Bánovce nad Bebravou,79900,,Original condition,62.0,0,Unknown,Unknown,,,,,0,,1.0,0,3-room apartment,3,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1288.7096774193549,,Unknown,Budget,Small,79900,62.0
Bánovce nad Bebravou,59000,,Complete reconstruction,56.0,0,Unknown,Unknown,,,,,0,,1.0,0,2-room apartment,2,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1053.5714285714287,,Unknown,Budget,Small,59000,56.0
Bánovce nad Bebravou,72000,,Original condition,62.0,0,Unknown,Unknown,,,3.0,3.0,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,0,1,1,0,1161.2903225806451,,Unknown,Budget,Small,72000,62.0
Bánovce nad Bebravou,119000,,Original condition,78.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1525.6410256410256,,Unknown,Budget,Standard,119000,78.0
Bánovce nad Bebravou,62000,,Complete reconstruction,34.0,0,Unknown,Unknown,,,,,0,,1.0,0,1-room apartment,1,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1823.5294117647059,,Unknown,Budget,Studio,62000,34.0
Bánovce nad Bebravou,58000,,Partial reconstruction,40.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1450.0,,Unknown,Budget,Studio,58000,40.0
Bánovce nad Bebravou,88000,,Complete reconstruction,53.0,0,Unknown,Unknown,,,,,0,,1.0,0,2-room apartment,2,Bánovce nad Bebravou,1,0,0,0,1,1,1,1,1660.377358490566,,Unknown,Budget,Small,88000,53.0
Bánovce nad Bebravou,62000,,Complete reconstruction,41.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1512.1951219512196,,Unknown,Budget,Studio,62000,41.0
Bánovce nad Bebravou,67000,,Complete reconstruction,43.0,0,Unknown,Unknown,,,,,0,1.0,,0,1-room apartment,1,Bánovce nad Bebravou,0,1,0,0,1,1,1,1,1558.139534883721,,Unknown,Budget,Studio,67000,43.0
Bánovce nad Bebravou,84000,,Partial reconstruction,66.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1272.7272727272727,,Unknown,Budget,Small,84000,66.0
Bánovce nad Bebravou,56000,,Partial reconstruction,41.0,0,Unknown,Unknown,,,,,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1365.8536585365853,,Unknown,Budget,Studio,56000,41.0
Bánovce nad Bebravou,83990,,Original condition,66.0,1,G,Unknown,1900.0,,,,1,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,0,1,1272.5757575757575,124.0,80+,Budget,Small,83990,66.0
Bánovce nad Bebravou,139900,,Complete reconstruction,72.0,1,B,Unknown,1989.0,,8.0,4.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1943.0555555555557,35.0,21-40,Budget,Small,139900,72.0
Bánovce nad Bebravou,76000,,Original condition,57.0,1,B,Unknown,1976.0,,6.0,3.0,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1333.3333333333333,48.0,41-80,Budget,Small,76000,57.0
Bánovce nad Bebravou,99000,,Complete reconstruction,66.0,0,none,Unknown,,,,2.0,1,1.0,,0,2-room apartment,2,Bánovce nad Bebravou,0,1,0,0,1,1,1,0,1500.0,,Unknown,Budget,Small,99000,66.0
Bánovce nad Bebravou,129500,,Development project,63.0,1,A,Unknown,,,5.0,1.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,1,0,2055.5555555555557,,Unknown,Budget,Small,129500,63.0
Bánovce nad Bebravou,85000,,Partial reconstruction,60.0,1,B,Unknown,1962.0,,5.0,4.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1416.6666666666667,62.0,41-80,Budget,Small,85000,60.0
Bánovce nad Bebravou,61000,,Partial reconstruction,34.0,0,C,Unknown,1976.0,,12.0,6.0,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1794.1176470588234,48.0,41-80,Budget,Studio,61000,34.0
Bánovce nad Bebravou,107000,,Complete reconstruction,75.0,1,C,Unknown,1976.0,,11.0,10.0,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1426.6666666666667,48.0,41-80,Budget,Small,107000,75.0
Bánovce nad Bebravou,99000,,Complete reconstruction,66.0,0,none,Unknown,,,11.0,1.0,1,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,1,0,1500.0,,Unknown,Budget,Small,99000,66.0
Bánovce nad Bebravou,102000,,Complete reconstruction,63.0,0,Unknown,Panel,,,,7.0,1,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,0,1619.047619047619,,Unknown,Budget,Small,102000,63.0
Bánovce nad Bebravou,99000,,Partial reconstruction,76.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1302.6315789473683,,Unknown,Budget,Standard,99000,76.0
Bánovce nad Bebravou,125000,,Complete reconstruction,73.0,0,Unknown,Unknown,,,,,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1712.3287671232877,,Unknown,Budget,Small,125000,73.0
Bánovce nad Bebravou,99000,,Partial reconstruction,78.0,0,Unknown,Brick,,,,1.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,1,1,1,0,1269.2307692307693,,Unknown,Budget,Standard,99000,78.0
Bánovce nad Bebravou,56900,,Partial reconstruction,36.0,0,Unknown,Panel,,,,,1,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1580.5555555555557,,Unknown,Budget,Studio,56900,36.0
Bánovce nad Bebravou,102000,,Partial reconstruction,63.0,1,B,Unknown,1984.0,,7.0,7.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1619.047619047619,40.0,21-40,Budget,Small,102000,63.0
Bánovce nad Bebravou,94000,,Partial reconstruction,73.0,0,B,Unknown,1974.0,,7.0,5.0,0,,,0,3-room apartment,3,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1287.6712328767123,50.0,41-80,Budget,Small,94000,73.0
Bánovce nad Bebravou,79900,,New building,42.0,1,B,Unknown,,,5.0,1.0,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,0,1,1,0,1902.3809523809523,,Unknown,Budget,Studio,79900,42.0
Bánovce nad Bebravou,73900,,Complete reconstruction,42.0,1,B,Unknown,1976.0,,7.0,5.0,0,,,0,1-room apartment,1,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1759.5238095238096,48.0,41-80,Budget,Studio,73900,42.0
Bánovce nad Bebravou,102000,,Complete reconstruction,74.0,0,none,Unknown,,,,,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,1,1,1,1,1378.3783783783783,,Unknown,Budget,Small,102000,74.0
Bánovce nad Bebravou,95000,,Partial reconstruction,67.0,1,C,Unknown,1976.0,,11.0,2.0,0,,,0,2-room apartment,2,Bánovce nad Bebravou,1,1,0,0,0,1,0,0,1417.910447761194,48.0,41-80,Budget,Small,95000,67.0
